,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
86,18000000,https://www.bonesandallfilm.net/,791177,tt10168670,14134907,131,en,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",329.296,Bones and All,7.5,424,2022,Drama,Horror,Romance,,,,,
87,0,https://searchlightpictures.com/films/the-banshees-of-inisherin,674324,tt11813216,19097950,114,en,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",325.039,The Banshees of Inisherin,7.6,261,2022,Comedy,Drama,,,,,,
88,0,https://www.netflix.com/title/81266981,960704,tt18671660,0,143,ja,"The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",324.454,Fullmetal Alchemist: The Final Alchemy,6.2,125,2022,Action,Adventure,Fantasy,,,,,
89,200000001,https://www.marvel.com/movies/doctor-strange-in-the-multiverse-of-madness,453395,tt9419884,964091059,126,en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",323.398,Doctor Strange in the Multiverse of Madness,7.4,6583,2022,Action,Adventure,Fantasy,,,,,
90,85000000,https://www.minionsmovie.com/,438148,tt5113044,939000000,87,en,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",322.034,Minions: The Rise of Gru,7.5,2436,2022,Animation,Comedy,Family,,,,,
91,0,,760161,tt11851548,9572765,99,en,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",320.285,Orphan: First Kill,6.8,1411,2022,Horror,Thriller,,,,,,
92,185000000,https://www.thebatman.com,414906,tt1877830,770836163,177,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",314.486,The Batman,7.7,7056,2022,Crime,Mystery,Thriller,,,,,
93,0,,929562,tt13924926,0,83,en,"Helen and her daughter Emily reluctantly accompany Helen’s father Stan on a family camping trip, driving deep into the forest for a real outdoors experience, only to have angry landowner Howard arrive and force them to leave. When their RV gets stuck, Helen decides to seek help but discovers a disturbing secret on the man’s property. She must then fight to protect her family and make it out of the forest alive before being hunted down.",310.068,In the Forest,6.1,13,2022,Horror,Thriller,,,,,,
94,100000000,https://www.unitedartistsreleasing.com/samaritan/,629176,tt5500218,0,102,en,"Thirteen year old Sam Cleary  suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 20 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",308.341,Samaritan,6.9,1474,2022,Action,Drama,ScienceFiction,,,,,
95,2400000,https://morenafilms.com/portfolio/cerdita/,848058,tt10399608,380512,100,es,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,301.655,Piggy,6.7,243,2022,Drama,Horror,Thriller,,,,,
96,0,,916605,tt15275256,0,107,en,"Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.",300.038,The Infernal Machine,6.8,143,2022,Mystery,Thriller,,,,,,
97,0,https://www.netflix.com/title/81312828,852046,tt15445056,0,97,fr,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",295.6,Athena,6.6,417,2022,Action,Drama,Thriller,,,,,
98,10000000,https://www.theinvitation.movie,830788,tt12873562,33628000,105,en,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",295.545,The Invitation,6.4,378,2022,Horror,Thriller,,,,,,
99,0,https://www.netflix.com/title/81487901,1040603,tt22900124,0,89,en,"A sexual wellness company gains fame and followers, then members come forward with shocking allegations.",293.717,Orgasm Inc: The Story of OneTaste,6.3,34,2022,Documentary,,,,,,,
100,0,,810693,tt14331144,195870885,105,ja,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",293.626,Jujutsu Kaisen 0,8.3,720,2021,Action,Animation,Fantasy,,,,,
101,0,https://tv.apple.com/movie/umc.cmc.5w6fq1u39v7ozsdv3jkx0nrfs,585511,tt7214954,0,105,en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",292.915,Luck,7.9,1014,2022,Adventure,Animation,Comedy,Fantasy,,,,
102,0,,452251,,0,81,ko,"A legendary beauty salon that is sure to become a regular once you go!”Sir, would you like to have a very hot service?”In order to overcome the financial difficulties of the beauty parlor,It begins to attract the male guests with the special technique that makes it from head to toe.Kurt, Firm, and ‘it’ to open the hair salon is good!",288.823,Beauty Salon: Special Service,5.6,8,2016,Drama,Romance,,,,,,
103,75000000,https://www.grinchmovie.com,360920,tt2709692,508575295,85,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,288.061,The Grinch,6.8,3194,2018,Animation,Comedy,Family,Fantasy,,,,
104,0,,844396,tt7339862,0,87,en,A group of teens in a small town come across a strange object that tests their loyalties to each other with increasingly destructive consequences the deeper into the game they go.,287.607,The Friendship Game,5.6,20,2022,Horror,ScienceFiction,,,,,,
105,40000000,https://www.thefabelmans.movie,804095,tt14208870,11140986,151,en,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",281.935,The Fabelmans,8.0,236,2022,Comedy,Drama,,,,,,
106,0,,856245,tt14042038,0,89,es,"Emilia arrives at her Aunt Inés' hostel located on the Argentina-Brazil border, looking for her missing brother. In this lush jungle a dangerous beast which takes the form of different animals seems to be roaming around.",275.323,To Kill the Beast,5.1,57,2022,Fantasy,Mystery,Thriller,,,,,
107,50000000,https://movies.disney.com/encanto,568124,tt2953050,253000000,102,en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",273.533,Encanto,7.7,7720,2021,Animation,Comedy,Family,Fantasy,,,,
108,0,,744276,tt13070038,12467270,95,en,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",273.49,After Ever Happy,7.0,671,2022,Drama,Romance,,,,,,
109,0,https://www.netflix.com/title/81334950,1054513,tt23782662,0,89,tr,"Posing as a private tutor, Azra secretly coaches students on achieving their goals in life and love — but not without a few bumps in the road.",271.854,Private Lesson,6.9,25,2022,Comedy,Romance,,,,,,
110,0,,934957,tt10231726,0,100,en,"When strange, supernatural murders suddenly become the talk a peaceful town, two detectives must solve a deadly game, but will the myth of this game reveal secrets too close to home.",270.446,The Darker the Lake,3.8,6,2022,Crime,Mystery,Thriller,,,,,
111,190000000,https://www.disneyplus.com/movies/turning-red/4mFPCXJi7N2m,508947,tt8097030,18879922,100,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",269.951,Turning Red,7.5,3673,2022,Animation,Comedy,Family,Fantasy,,,,
112,0,,846778,tt14967618,0,105,en,"As a group of seniors celebrate their final college days at a smart house, the house's highly advanced AI system, Margaux, begins to take on a deadly presence of her own. A carefree weekend of partying turns into a dystopian nightmare as they realize Margaux's plans to eliminate her tenants one way or another. Time begins to run out as the group desperately tries to survive and outsmart the smart home.",267.09,Margaux,6.9,57,2022,Horror,ScienceFiction,,,,,,
113,0,https://www.netflix.com/title/81244169,1045636,tt23144072,0,28,en,The Action Pack teams up with Santa Claus to save the day when greedy Teddy Von Taker plots to steal all of the Christmas cheer from Hope Springs.,262.982,The Action Pack Saves Christmas,3.5,4,2022,Animation,Family,,,,,,
114,0,https://www.paramountplus.com/movies/video/GhEoESipJVzeu99RSRvpj2UT2hDfFMUe/,791155,tt14001894,0,104,en,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",260.475,Secret Headquarters,6.9,185,2022,Action,Adventure,Family,ScienceFiction,,,,
115,0,https://www.netflix.com/title/80218885,779782,tt2935622,0,146,en,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,259.478,The School for Good and Evil,7.2,757,2022,Action,Drama,Fantasy,,,,,
116,0,https://fandpmovie.com/,899294,tt4459134,0,112,en,A tale of love and violence when a man on his emotional last legs finds a savior seductively dancing in a run-down strip club. And a life most certainly headed off a cliff suddenly becomes redirected - as everything is now worth dying for.,257.867,Frank and Penelope,7.7,54,2022,Crime,Horror,Thriller,,,,,
117,90000000,https://www.dcleagueofsuperpets.com,539681,tt8912936,203000000,105,en,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",257.482,DC League of Super-Pets,7.4,1022,2022,Action,Animation,Comedy,Family,ScienceFiction,,,
